Name,Price,Brand,Product Code,Product Reference,URL
FABER-CASTELL CONNECTOR PENS ASSORTED PACK 12,$7.95,FABER-CASTELL,7052748,11155570,https://www.officenational.com.au/shop/ClickInfo?URL=https%3a%2f%2fwww.officenational.com.au%2fshop%2fen%2fonesolution%2ffaber-castell-connector--pen-set-12-7052748%3fevtype%3d%26mpe_id%3d%26intv_id%3d%26storeId%3d%26catalogId%3d%26langId%3d%26experimentId%3d%26testElementId%3d%26controlElement%3d%26expDataType%3d%26expDataUniqueID%3d&evtype=CpgnClick&mpe_id=1493691&intv_id=0&storeId=103052&catalogId=10051&langId=-1&expDataType=CatalogEntryId&expDataUniqueID=7618979
